subjectCode,MSVList,numberStudents
PHY1012 TNL,"[18002277, 20008224, 21000015, 21000610, 21001710, 21003103, 21003441, 21004565, 21004962, 21006555, 21008097]",11
PHY1013 TNL,"[20000150, 20006377, 20006380, 20006706, 20008224, 20009297, 20009384]",7
PHY1020,"[19001592, 19003350, 19005339, 19005397, 19007843, 19007861, 19008806, 19008981, 20000288, 20000535, 20001980, 20003055, 20004223, 20004453, 20004711, 20005135, 20005784, 20006702, 20006852, 20007412, 20008106, 20009471, 20009845, 21000011, 21000071, 21000250, 21000287, 21000320, 21000327, 21000328, 21000348, 21000479, 21000601, 21000753, 21000865, 21000888, 21000891, 21000963, 21000979, 21001108, 21001160, 21001195, 21001197, 21001285, 21001317, 21001322, 21001337, 21001352, 21001408, 21001423, 21001676, 21001741, 21001788, 21001815, 21001818, 21001858, 21001943, 21001973, 21001996, 21002182, 21002196, 21002261, 21002294, 21002495, 21002515, 21002563, 21002632, 21002657, 21002689, 21002696, 21002782, 21002787, 21002901, 21002982, 21003034, 21003053, 21003083, 21003106, 21003156, 21003206, 21003268, 21003298, 21003308, 21003344, 21003364, 21003404, 21003418, 21003444, 21003454, 21003460, 21003510, 21003605, 21003717, 21003743, 21003966, 21003988, 21004075, 21004085, 21004130, 21004141, 21004176, 21004189, 21004222, 21004245, 21004270, 21004308, 21004319, 21004342, 21004357, 21004359, 21004386, 21004404, 21004410, 21004416, 21004481, 21004602, 21004637, 21004659, 21004659, 21004721, 21004733, 21004760, 21004807, 21004824, 21004826, 21004890, 21004899, 21005079, 21005294, 21005295, 21005302, 21005311, 21005414, 21005481, 21005520, 21005596, 21005756, 21005869, 21005993, 21006025, 21006049, 21006074, 21006110, 21006182, 21006205, 21006257, 21006355, 21006389, 21006493, 21006569, 21006598, 21006600, 21006612, 21006651, 21006750, 21006876, 21006929, 21006930, 21007079, 21007221, 21007258, 21007293, 21007299, 21007345, 21007364, 21007493, 21007556, 21007575, 21007611, 21007620, 21007748, 21007784, 21007805, 21007919, 21007971, 21008012, 21008129, 21008132, 21008142, 21008148, 21008170, 21008199, 21008247, 21008258, 21008393, 21008436, 21008506, 21008600, 21008656, 21008750, 21008757, 21008762, 21008804, 21008888, 21008905, 21008923, 21008989, 21008998, 21009212, 21009266, 21009345, 21009353, 21009429, 21009485, 21009499, 21009564, 21009609, 21009620, 21009675, 21009692, 21009707, 21009731, 21009817, 21009943, 21009979]",215
PHY1020 CTĐB,"[19005420, 20001025, 20004650, 20004908, 20009297, 21000015, 21000164, 21000174, 21000610, 21001030, 21001059, 21001343, 21001456, 21001473, 21001710, 21002036, 21002197, 21002743, 21003103, 21003174, 21003195, 21003441, 21003667, 21003811, 21003911, 21004098, 21004221, 21004390, 21004492, 21004537, 21004565, 21004591, 21004738, 21004795, 21004828, 21004886, 21004962, 21004979, 21005398, 21005622, 21005634, 21005811, 21005893, 21006522, 21006555, 21006607, 21007023, 21007053, 21007402, 21007620, 21007682, 21008097, 21008432, 21008947, 21009600, 21009623, 21009652, 21009672, 21009851]",59
PHY1100,"[16006110, 16009074, 17001243, 17003673, 17004828, 17004917, 17006357, 17006630, 17007870, 17008064, 17008170, 17009699, 18000259, 18000339, 18000511, 18000899, 18001126, 18001240, 18001679, 18001803, 18001996, 18002102, 18002233, 18003085, 18003268, 18003510, 18003770, 18003863, 18003895, 18004098, 18004103, 18004114, 18004162, 18004273, 18004273, 18004284, 18004511, 18005120, 18005135, 18005366, 18005525, 18005893, 18006067, 18006702, 18007018, 18007092, 18007502, 18007557, 18007906, 18007921, 18008080, 18008170, 18008436, 18009675, 18017052, 19000199, 19000231, 19000248, 19000258, 19000299, 19000514, 19000758, 19000871, 19000891, 19000968, 19001240, 19001304, 19001489, 19001996, 19002233, 19002845, 19003146, 19003390, 19003532, 19004580, 19004591, 19004823, 19005083, 19005484, 19005667, 19005893, 19005934, 19006014, 19006081, 19006503, 19006552, 19007046, 19007155, 19007201, 19007330, 19007457, 19007535, 19007800, 19007807, 19007870, 19008037, 19008828, 19008876, 19009388, 19009564, 19009673, 19009674, 19009927, 19009932, 19010610, 19013155, 19014344, 19014458, 19014828, 19014917, 19015640, 19017203, 19017371, 19017574, 19017724, 20000321, 20000482, 20001243, 20001441, 20001540, 20002225, 20002880, 20003171, 20003673, 20003718, 20003782, 20003842, 20003909, 20004215, 20004316, 20004366, 20004590, 20004822, 20004839, 20004840, 20005054, 20005059, 20005072, 20005076, 20005263, 20005681, 20005710, 20005788, 20006025, 20006082, 20006113, 20006236, 20006354, 20006411, 20006552, 20007065, 20007176, 20007359, 20007402, 20007620, 20007650, 20007833, 20007983, 20008246, 20008261, 20008520, 20008617, 20008635, 20008932, 20009078, 20009188, 20009193, 20009354, 20009466, 20009471, 20009814, 20009853, 20009994, 21000011, 21000012, 21000013, 21000045, 21000061, 21000064, 21000108, 21000128, 21000145, 21000149, 21000174, 21000199, 21000201, 21000322, 21000328, 21000348, 21000370, 21000401, 21000419, 21000424, 21000455, 21000493, 21000514, 21000525, 21000590, 21000702, 21000709, 21000758, 21000762, 21000826, 21000833, 21000847, 21000894, 21000908, 21000929, 21000956, 21000962, 21000979, 21000983, 21001035, 21001054, 21001064, 21001097, 21001133, 21001187, 21001206, 21001310, 21001338, 21001343, 21001370, 21001392, 21001398, 21001423, 21001457, 21001490, 21001501, 21001510, 21001513, 21001592, 21001597, 21001655, 21001669, 21001724, 21001729, 21001741, 21001761, 21001788, 21001814, 21001841, 21001862, 21001896, 21001940, 21001943, 21001959, 21001970, 21001974, 21001989, 21002033, 21002045, 21002118, 21002150, 21002152, 21002201, 21002251, 21002252, 21002276, 21002294, 21002306, 21002310, 21002315, 21002324, 21002327, 21002340, 21002340, 21002452, 21002470, 21002472, 21002481, 21002541, 21002558, 21002559, 21002576, 21002598, 21002602, 21002670, 21002841, 21002848, 21002880, 21002894, 21002897, 21002899, 21002917, 21002935, 21002954, 21002974, 21003032, 21003045, 21003063, 21003088, 21003088, 21003089, 21003089, 21003123, 21003174, 21003182, 21003183, 21003212, 21003223, 21003270, 21003299, 21003350, 21003433, 21003445, 21003451, 21003456, 21003482, 21003507, 21003549, 21003556, 21003561, 21003590, 21003600, 21003700, 21003716, 21003720, 21003732, 21003755, 21003782, 21003804, 21003818, 21003857, 21003857, 21003874, 21003880, 21003918, 21003945, 21003973, 21003974, 21004004, 21004017, 21004025, 21004028, 21004045, 21004137, 21004155, 21004159, 21004179, 21004215, 21004235, 21004276, 21004298, 21004300, 21004357, 21004369, 21004382, 21004397, 21004400, 21004410, 21004416, 21004443, 21004453, 21004496, 21004514, 21004555, 21004590, 21004599, 21004603, 21004620, 21004637, 21004658, 21004665, 21004693, 21004711, 21004717, 21004728, 21004738, 21004744, 21004765, 21004771, 21004795, 21004822, 21004822, 21004839, 21004868, 21004880, 21004917, 21004945, 21004959, 21004983, 21004990, 21005055, 21005059, 21005061, 21005076, 21005079, 21005083, 21005083, 21005106, 21005135, 21005136, 21005211, 21005275, 21005316, 21005337, 21005340, 21005354, 21005375, 21005384, 21005443, 21005458, 21005510, 21005524, 21005544, 21005576, 21005579, 21005580, 21005586, 21005623, 21005624, 21005652, 21005668, 21005669, 21005679, 21005687, 21005710, 21005730, 21005745, 21005749, 21005770, 21005811, 21005818, 21005825, 21005885, 21005900, 21005906, 21005928, 21005934, 21005950, 21005963, 21005976, 21005988, 21005992, 21005993, 21006004, 21006025, 21006034, 21006050, 21006053, 21006057, 21006082, 21006115, 21006180, 21006249, 21006272, 21006354, 21006365, 21006380, 21006452, 21006522, 21006552, 21006588, 21006599, 21006612, 21006612, 21006621, 21006672, 21006753, 21006879, 21006884, 21006903, 21006926, 21006941, 21007103, 21007108, 21007110, 21007156, 21007246, 21007264, 21007282, 21007310, 21007322, 21007330, 21007345, 21007362, 21007390, 21007405, 21007419, 21007424, 21007448, 21007511, 21007582, 21007583, 21007628, 21007657, 21007670, 21007688, 21007742, 21007758, 21007820, 21007840, 21007889, 21007896, 21007911, 21007936, 21008054, 21008064, 21008073, 21008129, 21008170, 21008178, 21008190, 21008197, 21008199, 21008199, 21008248, 21008271, 21008293, 21008311, 21008318, 21008323, 21008377, 21008436, 21008471, 21008485, 21008496, 21008511, 21008602, 21008617, 21008662, 21008671, 21008686, 21008726, 21008731, 21008772, 21008798, 21008839, 21008860, 21008876, 21008932, 21008963, 21009002, 21009010, 21009046, 21009069, 21009072, 21009078, 21009107, 21009108, 21009193, 21009194, 21009197, 21009237, 21009272, 21009283, 21009326, 21009328, 21009352, 21009358, 21009376, 21009378, 21009381, 21009398, 21009442, 21009503, 21009535, 21009590, 21009600, 21009663, 21009702, 21009704, 21009707, 21009727, 21009742, 21009870, 21009897, 21009960, 21009962, 21009994]",571
PHY1100E CLCCNKTMT,"[21000259, 21000777, 21000919, 21001478, 21001540, 21001550, 21001838, 21001978, 21002658, 21003641, 21004342, 21004366, 21004489, 21004613, 21004691, 21004936, 21004989, 21005016, 21005428, 21006123, 21006129, 21006243, 21006411, 21006718, 21007031, 21007240, 21007626, 21007682, 21007723, 21007781, 21007816, 21007899, 21008047, 21008571, 21008600, 21008704, 21009056, 21009466, 21009787]",39
PHY1103,"[15103708, 16000260, 16002563, 16003170, 16006115, 16008258, 16009074, 17000229, 17000757, 17002345, 17002957, 17003438, 17005618, 17005746, 17006580, 17006630, 17006926, 17007045, 17007975, 17008064, 17008451, 17008511, 17008525, 17009066, 17009699, 18000061, 18000339, 18001126, 18001317, 18001679, 18001996, 18002099, 18002196, 18002233, 18002331, 18003171, 18003770, 18003895, 18004221, 18004278, 18004362, 18004547, 18004748, 18004786, 18004979, 18005092, 18005811, 18005898, 18006876, 18006892, 18007345, 18007359, 18007502, 18007557, 18007758, 18007906, 18007921, 18008129, 18008170, 18008506, 18008662, 18008804, 18008909, 18009051, 18009154, 18009193, 18009538, 18009817, 18009894, 18100338, 19000145, 19000445, 19000775, 19000954, 19001008, 19001192, 19002119, 19002514, 19002691, 19003063, 19003152, 19003544, 19003731, 19003895, 19003904, 19004128, 19004284, 19004496, 19004813, 19004899, 19005055, 19005397, 19005484, 19005667, 19005982, 19006060, 19006154, 19006272, 19006453, 19006599, 19007474, 19007835, 19008142, 19008393, 19008839, 19008932, 19009172, 19009215, 19009244, 19010426, 19011025, 19011146, 19012105, 19013220, 19013363, 19013942, 19014027, 19014449, 19014458, 19014547, 19014820, 19015139, 19015787, 19016825, 19017069, 19017992, 20000095, 20000127, 20000134, 20000206, 20000259, 20000314, 20000691, 20000702, 20000709, 20000792, 20000897, 20000908, 20001015, 20001258, 20001338, 20001433, 20001441, 20001462, 20001468, 20001490, 20001503, 20001540, 20001657, 20001761, 20001787, 20001788, 20001801, 20002118, 20002133, 20002233, 20002252, 20002310, 20002324, 20002361, 20002415, 20002452, 20002478, 20002598, 20002880, 20002972, 20002974, 20003048, 20003063, 20003088, 20003088, 20003174, 20003357, 20003408, 20003422, 20003516, 20003542, 20003587, 20003673, 20003720, 20003756, 20003804, 20003880, 20004081, 20004173, 20004179, 20004215, 20004300, 20004366, 20004397, 20004443, 20004498, 20004645, 20004665, 20004691, 20004693, 20004719, 20004771, 20004803, 20004839, 20004913, 20004936, 20005045, 20005055, 20005059, 20005079, 20005182, 20005263, 20005320, 20005354, 20005461, 20005634, 20005663, 20005710, 20005751, 20005928, 20005957, 20005982, 20006022, 20006129, 20006599, 20006612, 20006637, 20006672, 20006735, 20007043, 20007056, 20007178, 20007271, 20007345, 20007365, 20007405, 20007412, 20007419, 20007461, 20007582, 20007657, 20007723, 20007746, 20007991, 20008070, 20008106, 20008318, 20008444, 20008479, 20008662, 20008761, 20008772, 20008888, 20008906, 20008931, 20009215, 20009264, 20009308, 20009467, 20009535, 20009590, 20009601, 20009637, 20009663, 20009745, 20009880, 20009884, 20009932, 20009980, 21000066, 21000127, 21000150, 21000202, 21000211, 21000243, 21000244, 21000245, 21000307, 21000314, 21000329, 21000419, 21000481, 21000493, 21000511, 21000521, 21000525, 21000527, 21000582, 21000621, 21000762, 21000791, 21000833, 21000865, 21000903, 21001008, 21001015, 21001016, 21001038, 21001207, 21001258, 21001304, 21001392, 21001394, 21001468, 21001503, 21001564, 21001615, 21001676, 21001736, 21001739, 21001818, 21001845, 21001887, 21001909, 21001950, 21001992, 21002017, 21002104, 21002115, 21002133, 21002195, 21002225, 21002246, 21002251, 21002331, 21002349, 21002355, 21002358, 21002361, 21002442, 21002558, 21002578, 21002608, 21002670, 21002697, 21002752, 21002777, 21002810, 21002816, 21002839, 21002848, 21002894, 21002901, 21002953, 21002960, 21003015, 21003019, 21003021, 21003032, 21003033, 21003034, 21003053, 21003067, 21003085, 21003088, 21003155, 21003216, 21003227, 21003239, 21003242, 21003357, 21003390, 21003453, 21003546, 21003556, 21003569, 21003602, 21003610, 21003659, 21003673, 21003755, 21003810, 21003824, 21003832, 21003850, 21003863, 21003871, 21003887, 21003889, 21003895, 21003900, 21003909, 21003951, 21003975, 21004017, 21004047, 21004090, 21004103, 21004114, 21004121, 21004128, 21004146, 21004162, 21004176, 21004242, 21004278, 21004284, 21004300, 21004348, 21004359, 21004369, 21004477, 21004495, 21004547, 21004592, 21004702, 21004730, 21004739, 21004786, 21004797, 21004798, 21004828, 21004905, 21004913, 21005017, 21005054, 21005072, 21005073, 21005075, 21005150, 21005181, 21005226, 21005263, 21005295, 21005320, 21005336, 21005412, 21005420, 21005481, 21005513, 21005595, 21005687, 21005710, 21005725, 21005756, 21005780, 21005795, 21005860, 21005954, 21006014, 21006062, 21006069, 21006074, 21006075, 21006126, 21006213, 21006216, 21006218, 21006264, 21006304, 21006363, 21006386, 21006415, 21006442, 21006452, 21006490, 21006493, 21006516, 21006522, 21006526, 21006552, 21006580, 21006606, 21006612, 21006719, 21006724, 21006782, 21006792, 21006797, 21006845, 21006848, 21006889, 21006906, 21006920, 21007034, 21007123, 21007159, 21007283, 21007322, 21007362, 21007363, 21007399, 21007412, 21007481, 21007505, 21007506, 21007510, 21007584, 21007601, 21007644, 21007670, 21007714, 21007723, 21007759, 21007796, 21007885, 21008002, 21008129, 21008152, 21008166, 21008231, 21008261, 21008288, 21008337, 21008474, 21008513, 21008590, 21008600, 21008624, 21008653, 21008668, 21008752, 21008761, 21008788, 21008916, 21008934, 21008995, 21009062, 21009066, 21009078, 21009098, 21009156, 21009158, 21009161, 21009172, 21009197, 21009202, 21009215, 21009238, 21009250, 21009264, 21009266, 21009314, 21009326, 21009336, 21009342, 21009432, 21009438, 21009471, 21009485, 21009538, 21009594, 21009600, 21009609, 21009616, 21009669, 21009742, 21009745, 21009760, 21009830, 21009847, 21009851, 21009852, 21009884, 21009892, 21009894, 21009901, 21009932, 21009946]",555
PHY1103 CLCCNH,"[18004159, 19006596, 21000004, 21000058, 21000275, 21000761, 21000870, 21000950, 21001417, 21001489, 21001565, 21001591, 21001677, 21001679, 21001694, 21001761, 21002102, 21002267, 21002536, 21002673, 21002887, 21002891, 21003006, 21003176, 21003184, 21003301, 21003365, 21003394, 21003659, 21003671, 21003717, 21003988, 21004055, 21004218, 21004264, 21004273, 21004280, 21004575, 21004604, 21004613, 21004979, 21005020, 21005301, 21005779, 21006303, 21006570, 21006590, 21006806, 21006892, 21006902, 21007211, 21007307, 21007333, 21007364, 21007665, 21007729, 21007747, 21007805, 21008031, 21008035, 21008170, 21008212, 21008506, 21009358, 21009448, 21009472, 21009618, 21009641, 21009652, 21009672, 21009695, 21009940]",72
PHY1103 CLCHD,"[18004599, 20001591, 21000154, 21000191, 21000254, 21000583, 21000683, 21000751, 21000860, 21000917, 21000929, 21001108, 21001233, 21001360, 21001462, 21001469, 21001610, 21001691, 21001716, 21001945, 21002176, 21002210, 21002566, 21002612, 21003622, 21003623, 21003918, 21003943, 21004204, 21004287, 21004345, 21004373, 21004590, 21005069, 21005334, 21005336, 21005372, 21005500, 21005952, 21006070, 21006153, 21006239, 21006714, 21006732, 21006748, 21006790, 21006828, 21006997, 21007254, 21007315, 21007475, 21008082, 21008334, 21008478, 21008613, 21008663, 21009385, 21009428, 21009486, 21009543, 21009640, 21009674, 21009683]",63
PHY1103 CLCMTKHTT,"[16003408, 19001785, 20000199, 20000322, 20000610, 20000770, 20000979, 20001031, 20002541, 20002825, 20002922, 20003600, 20004299, 20004765, 20005667, 20006677, 20006753, 20007411, 20009074, 20009672, 21000555, 21000770, 21002076, 21002400, 21002434, 21002962, 21002964, 21003010, 21003481, 21003628, 21003691, 21003697, 21003710, 21003793, 21004173, 21004265, 21004748, 21005008, 21005132, 21005329, 21005366, 21005770, 21006156, 21006606, 21006869, 21006976, 21006980, 21007082, 21007634, 21007681, 21007768, 21007802, 21007885, 21008032, 21008070, 21008326, 21008828, 21009853, 21009929]",59
PHY1103 QTS,"[18005242, 21000124, 21001441, 21001763, 21002584, 21002895, 21003055, 21003494, 21003587, 21004127, 21004529, 21004542, 21004654, 21005135, 21005287, 21005299, 21005410, 21005472, 21005788, 21005829, 21006322, 21006693, 21007764, 21008106, 21008261, 21008782, 21008909, 21009048, 21009845]",29
PHY1106 QTL,"[16008485, 17007082, 18007897, 18007906, 18008002, 19008928, 20002233, 20003551, 20009193, 21000164, 21001030, 21002197, 21003811, 21004537, 21004591, 21004828, 21005079, 21005398, 21005622, 21005634, 21005811, 21006160, 21006607, 21006763, 21007402, 21008432, 21008452, 21008990, 21009184, 21009218, 21009851]",31
PHY1108,"[16005006, 16011200, 17001615, 17003083, 17007082, 18000174, 18000888, 18000956, 18002152, 18002157, 18002957, 18003000, 18003053, 18003270, 18003697, 18003767, 18003798, 18003892, 18004270, 18004449, 18004602, 18004717, 18005580, 18006178, 18006249, 18006446, 18007221, 18007254, 18007437, 18007691, 18007919, 18008063, 18008248, 18008866, 18008981, 18009048, 18009297, 19000213, 19000229, 19000528, 19001121, 19001899, 19002157, 19002462, 19002743, 19003019, 19003398, 19004781, 19005624, 19006379, 19006446, 19006612, 19006782, 19007079, 19007424, 19008511, 19009051, 19009685, 19016930, 19019699, 20000045, 20000164, 20000445, 20001310, 20001352, 20001872, 20002211, 20003251, 20003441, 20003889, 20004637, 20004728, 20005083, 20005503, 20005576, 20005622, 20006355, 20006879, 20007018, 20007079, 20007402, 20007720, 20008216, 20008990, 20009010, 20009555, 21000071, 21000097, 21000250, 21000287, 21000320, 21000327, 21000328, 21000479, 21000556, 21000624, 21000753, 21000821, 21000963, 21001059, 21001078, 21001144, 21001160, 21001285, 21001317, 21001322, 21001337, 21001352, 21001408, 21001423, 21001456, 21001628, 21001741, 21001858, 21001922, 21001973, 21002182, 21002196, 21002261, 21002265, 21002302, 21002515, 21002563, 21002632, 21002657, 21002689, 21002698, 21002782, 21002787, 21002982, 21003053, 21003106, 21003142, 21003156, 21003187, 21003195, 21003206, 21003268, 21003296, 21003298, 21003308, 21003308, 21003344, 21003404, 21003418, 21003444, 21003460, 21003462, 21003510, 21003551, 21003605, 21003743, 21003806, 21004085, 21004098, 21004130, 21004189, 21004221, 21004245, 21004304, 21004308, 21004362, 21004386, 21004404, 21004410, 21004481, 21004630, 21004659, 21004659, 21004721, 21004733, 21004760, 21004807, 21004824, 21004826, 21004899, 21004913, 21004949, 21004969, 21005105, 21005120, 21005302, 21005311, 21005403, 21005414, 21005520, 21005596, 21005719, 21005869, 21006049, 21006074, 21006110, 21006133, 21006152, 21006182, 21006205, 21006355, 21006362, 21006378, 21006389, 21006537, 21006598, 21006600, 21006702, 21006750, 21006763, 21006856, 21006876, 21006929, 21006930, 21006943, 21007030, 21007053, 21007203, 21007234, 21007293, 21007299, 21007345, 21007412, 21007556, 21007557, 21007575, 21007611, 21007620, 21007737, 21007748, 21007784, 21007858, 21007870, 21007904, 21007971, 21008012, 21008080, 21008132, 21008142, 21008148, 21008199, 21008220, 21008247, 21008258, 21008393, 21008656, 21008750, 21008757, 21008762, 21008804, 21008905, 21008923, 21008947, 21008990, 21008998, 21009212, 21009263, 21009353, 21009429, 21009499, 21009620, 21009623, 21009653, 21009675, 21009692, 21009731, 21009817, 21009943, 21009979]",265
PHY1108 QTL,"[18007315, 18007897, 18008169, 21000164, 21000283, 21001030, 21001473, 21001490, 21001996, 21002197, 21002565, 21003174, 21003174, 21003811, 21003911, 21004222, 21004319, 21004390, 21004537, 21004591, 21004828, 21004886, 21005398, 21005622, 21005634, 21005811, 21006160, 21006607, 21007402, 21008432, 21008452, 21009184, 21009218, 21009435, 21009609]",35
PHY1113,"[17001071, 17011200, 19002462, 19003398, 19003729, 19003966, 19004385, 19004492, 19004612, 19005017, 19005965, 19006115, 19006526, 19006548, 19007363, 19007744, 19007975, 19008170, 19009326, 19009448, 19009929, 20000213, 20000972, 20002012, 20002157, 20002743, 20004085, 20004781, 20004797, 20004962, 20006156, 20008194, 20009555, 20009685, 20009818, 21000071, 21000283, 21000320, 21000327, 21000339, 21000556, 21000624, 21000753, 21000821, 21001059, 21001078, 21001144, 21001160, 21001197, 21001317, 21001337, 21001352, 21001423, 21001456, 21001473, 21001628, 21001741, 21001815, 21001922, 21002182, 21002196, 21002696, 21002698, 21002982, 21003053, 21003083, 21003174, 21003187, 21003195, 21003268, 21003296, 21003308, 21003308, 21003364, 21003418, 21003444, 21003460, 21003462, 21003510, 21003551, 21003743, 21003806, 21004085, 21004098, 21004129, 21004130, 21004189, 21004221, 21004222, 21004300, 21004304, 21004362, 21004386, 21004390, 21004404, 21004410, 21004630, 21004659, 21004746, 21004826, 21004886, 21004890, 21004899, 21004949, 21004969, 21005105, 21005120, 21005311, 21005403, 21005414, 21005520, 21005525, 21005596, 21005634, 21005719, 21005893, 21006110, 21006355, 21006362, 21006537, 21006555, 21006780, 21006856, 21006929, 21006930, 21007060, 21007203, 21007234, 21007258, 21007293, 21007345, 21007402, 21007493, 21007545, 21007556, 21007557, 21007575, 21007620, 21007737, 21007748, 21007784, 21007858, 21007870, 21008012, 21008080, 21008132, 21008142, 21008148, 21008247, 21008258, 21008393, 21008804, 21008905, 21008923, 21008947, 21008990, 21008996, 21009212, 21009263, 21009345, 21009353, 21009435, 21009564, 21009609, 21009623, 21009653, 21009731, 21009817, 21009979]",169
PHY1113 TNL,"[20006377, 20006380, 20006706, 20007593, 20008224, 20009297, 20009384, 21000015, 21000164, 21000610, 21001030, 21001710, 21003103, 21003441, 21004537, 21004565, 21004828, 21004962, 21005398, 21005622, 21006160, 21008097, 21008432, 21009218]",24
PHY1161 CTĐB,"[16000386, 18001328, 18008448, 20004591, 21000426, 21001317, 21001645, 21001723, 21001984, 21002110, 21002176, 21003206, 21003226, 21003245, 21003746, 21004418, 21004836, 21005484, 21005556, 21005784, 21005845, 21006067, 21006221, 21006444, 21006482, 21006683, 21006710, 21006730, 21007155, 21007393, 21007939, 21008398, 21008448, 21009352, 21009489, 21009671, 21009968]",37
PHY1161 TTH,"[18002231, 18003794, 18004739, 20002845, 20003897, 20007596, 20008806, 21000196, 21000412, 21000775, 21000824, 21000968, 21001114, 21001158, 21001432, 21001543, 21001711, 21001728, 21001813, 21002330, 21002845, 21002957, 21003013, 21003171, 21003777, 21004662, 21004786, 21004827, 21005066, 21005339, 21005397, 21005890, 21005982, 21006166, 21006330, 21006453, 21006850, 21006856, 21007144, 21007437, 21008646, 21008720, 21009154, 21009300, 21009329, 21009764, 21009820, 21009849, 21009927]",49
PHY2004,"[16009968, 18001392, 18002274, 18005042, 18008981, 18009048, 19007049, 19012611, 19015255, 19016815, 19017263, 20000791, 20000972, 20001195, 20001229, 20002012, 20002211, 20002218, 20002277, 20002462, 20002729, 20002743, 20003019, 20003780, 20003798, 20003818, 20004085, 20004797, 20005503, 20005624, 20005811, 20006156, 20006377, 20006588, 20006782, 20007079, 20007424, 20007975, 20008150, 20008217, 20008554, 20008858, 20008866, 20009237, 20009326, 20009555]",46
PHY2004 QTL,"[17001615, 18007919, 19015600, 20001212, 20001820, 20002524, 20002876, 20003718, 20003857, 20003882, 20003892, 20004437, 20004492, 20004666, 20005337, 20005563, 20007593, 20008097, 20009069, 20009354, 21008432, 21008990]",22
PHY2064 TNL,"[17003220, 18007919, 19000288, 19002815, 19002913, 19003794, 21005893]",7
PHY2064E QTL,"[19000033, 19000093, 19003717, 19003798, 19004270, 19005040, 19005643, 19006452, 19006607, 19006693, 19007948, 19009324, 20006526]",13
PHY2206,"[17007082, 18002136, 18003000, 18003798, 18004602, 18009297, 20000045, 20000071, 20000097, 20000164, 20000327, 20001030, 20001078, 20001160, 20001171, 20001352, 20001510, 20001655, 20001810, 20001818, 20001996, 20002193, 20002196, 20002265, 20002982, 20003103, 20003298, 20003441, 20003510, 20003729, 20003966, 20004087, 20004130, 20004222, 20004386, 20004537, 20004591, 20004591, 20004716, 20004826, 20004828, 20004886, 20004959, 20005311, 20005525, 20005623, 20005811, 20005893, 20006133, 20006598, 20006702, 20007018, 20007060, 20007293, 20007402, 20007493, 20007545, 20007620, 20007620, 20007720, 20007784, 20007835, 20008132, 20008216, 20008258, 20008393, 20008452, 20009051, 20009212, 20009817, 20009958]",71
PHY2302,"[16006275, 16011200, 17003083, 17012016, 17015011, 18000176, 18001392, 18001726, 18002012, 18002033, 18002876, 18002957, 18002972, 18003053, 18003089, 18004270, 18004449, 18004511, 18005580, 18005811, 18006389, 18006446, 18007254, 18007457, 18007495, 18007691, 18007800, 18007919, 18007956, 18008224, 18008511, 18008866, 18009326, 19000229, 19001195, 19002277, 19002524, 19003966, 19004492, 19005751, 19005811, 19006089, 19006156, 19006526, 19006651, 19008479, 19009297, 19009384, 20000097, 20000493, 20000791, 20001195, 20001310, 20001352, 20002130, 20002157, 20002277, 20003251, 20003667, 20005503, 20005525, 20005811, 20005825, 20006702, 20006879, 20007481, 20007493, 20008063, 20008217, 20008224, 20008511, 21000071, 21000097, 21000250, 21000283, 21000287, 21000320, 21000327, 21000328, 21000339, 21000479, 21000556, 21000624, 21000753, 21000821, 21000963, 21001078, 21001144, 21001160, 21001317, 21001322, 21001337, 21001352, 21001408, 21001423, 21001456, 21001473, 21001628, 21001741, 21001815, 21001858, 21001922, 21001973, 21001996, 21002182, 21002196, 21002261, 21002265, 21002302, 21002515, 21002563, 21002632, 21002657, 21002689, 21002696, 21002698, 21002782, 21002787, 21002982, 21003053, 21003083, 21003106, 21003142, 21003156, 21003174, 21003187, 21003195, 21003206, 21003268, 21003296, 21003308, 21003308, 21003344, 21003364, 21003404, 21003418, 21003444, 21003460, 21003462, 21003510, 21003551, 21003605, 21003743, 21004075, 21004085, 21004098, 21004130, 21004189, 21004221, 21004222, 21004245, 21004304, 21004308, 21004319, 21004362, 21004386, 21004390, 21004404, 21004410, 21004481, 21004630, 21004659, 21004659, 21004721, 21004733, 21004746, 21004760, 21004807, 21004824, 21004826, 21004886, 21004890, 21004899, 21004913, 21004949, 21004969, 21005105, 21005120, 21005302, 21005311, 21005403, 21005414, 21005520, 21005525, 21005596, 21005719, 21005869, 21006049, 21006074, 21006110, 21006133, 21006182, 21006205, 21006355, 21006362, 21006378, 21006389, 21006537, 21006598, 21006600, 21006702, 21006750, 21006780, 21006856, 21006876, 21006929, 21007030, 21007053, 21007203, 21007234, 21007258, 21007293, 21007299, 21007345, 21007556, 21007557, 21007575, 21007611, 21007620, 21007737, 21007748, 21007784, 21007858, 21007870, 21007904, 21007971, 21008012, 21008080, 21008132, 21008142, 21008148, 21008199, 21008220, 21008247, 21008258, 21008393, 21008656, 21008750, 21008757, 21008762, 21008804, 21008905, 21008923, 21008947, 21008996, 21008998, 21009212, 21009263, 21009345, 21009353, 21009429, 21009435, 21009499, 21009620, 21009623, 21009653, 21009692, 21009731, 21009817, 21009943, 21009979]",261
PHY2302 TNL,"[20000445, 21000015, 21000610, 21001710, 21003103, 21003441, 21003806, 21004565, 21004962, 21005079, 21006555, 21007620, 21008097, 21009609]",14
