classCode,MSVList,numberStudents
PHI1002 2,"[21003510, 21001322, 20003394, 20007764, 20007971, 20009674, 20000329, 20000972, 19004278, 21003718, 20107557, 20007333, 20001694, 20005916, 20000740, 19006876, 20003365, 20008150, 20003736, 20007475, 21005890, 20003622, 19002825, 20108516, 20003010, 20000535, 20104917, 19002667, 20004839, 20106163, 20002960, 20104725, 20007866, 20008864, 21006363, 21004826, 19006303, 20009448, 18004786, 20007364, 20104917, 20006590, 20008170, 21006672, 20008635, 20000950, 19009596, 20003671, 20003691, 20009184, 20006902, 20006355, 20107371, 20005366, 20000004, 20009543, 20008511, 20009853, 20004350, 20007975, 21004257, 20007493, 18105463, 21000412, 21009184, 20006806, 20007802, 21000968, 20004055, 21004913, 20107861, 20006683, 19007596, 20100398, 20002911, 20008520, 20001433, 20004840, 19008932, 20001679, 20003184, 20006606, 19005663, 19009108, 20105640, 20009940, 20005538, 20003780, 20003628, 18003398, 20004979, 19017069, 20007904, 21006182, 21005481, 20009428, 20006162, 20005500, 20003824, 21008485]",100
PHI1002 3,"[21006480, 21008720, 20003171, 21001711, 18007437, 21009692, 20107034, 20101650, 20007682, 21001978, 21009084, 20009620, 20004155, 18003775, 18000061, 21009066, 21001030, 20004822, 20009352, 21009158, 20003076, 20001565, 21008686, 20004760, 21000733, 18000071, 20001059, 20006852, 21007034, 21002957, 20003408, 20000196, 20007465, 20008757, 20004034, 21002267, 20004066, 20009467, 20006318, 20001146, 20003519, 19005311, 21000824, 21001038, 20005263, 20002915, 21002743, 19008393, 21003171, 20004771, 20001910, 20006884, 20007904, 19003032, 21005513, 21003824, 21001676, 20002118, 20001197, 21004359, 20007665, 20000482, 20002410, 20007582, 21009381, 17004546, 20004547, 20001657, 21003731, 21006902, 21000860, 21005336, 21000870, 18005120, 20000287, 20000983, 19006622, 20001187, 20004926, 20009943, 20006750, 20004179, 21008432, 21009618, 21009535, 18001739, 20003871, 20003785, 19001615, 21008617, 20005583, 20006569, 20000415, 20007357, 21001652, 19016445, 21001016, 21000880, 21006714, 21006606]",100
PHI1002 4,"[19001896, 20000199, 20006735, 21001896, 19000624, 21004591, 21006273, 21007601, 21003667, 20005294, 20005721, 20009329, 20001501, 20004702, 20007812, 20109473, 20003874, 21002152, 21004542, 21001478, 20004738, 20001669, 20007425, 19007330, 20003863, 21005016, 18009416, 20009960, 20008490, 21009600, 20008750, 20005311, 21009745, 20003298, 20008963, 17007620, 21005054, 20000496, 21000775, 20001785, 21001400, 20003021, 21007816, 20005484, 19007535, 21003770, 20105618, 19004449, 20007535, 21006493, 21006752, 19012469, 20102609, 21007176, 20000979, 20003551, 20003299, 20008932, 19002480, 19006542, 20006050, 21007682, 20003717, 20005950, 20108478, 20001454, 18008506, 20007723, 20107574, 20109314, 20005783, 21000250, 21006058, 20006821, 20008246, 20003801, 18007805, 21004730, 21005885, 18007285, 21008129, 20004828, 21003966, 20002853, 20005275, 20006345, 20009078, 20002815, 19003708, 19014828, 20008617, 20001417, 20007626, 21003857, 20004786, 18001902, 20007722, 18013423, 20001018, 21000203]",100
PHI1002 5,"[20003556, 21009428, 20009805, 20008402, 20004899, 19004813, 19004028, 20006980, 20008656, 20009742, 21003357, 19006677, 20001922, 20003641, 19000908, 20005055, 20008910, 21001304, 21002880, 21007333, 21009892, 20001540, 20002233, 20004127, 21001370, 20009158, 20001190, 19000199, 21009266, 21006569, 20004715, 20007807, 20009972, 19001615, 20009601, 20007644, 20003911, 20001126, 20009486, 19004477, 20009218, 19001741, 20006997, 20006126, 20002888, 19007807, 21009471, 19004162, 20009745, 20000283, 20009166, 20002305, 18003067, 21006845, 19006908, 21001468, 21006218, 20002327, 19006753, 19007959, 20009880, 20004073, 20001724, 20004047, 19007640, 20003631, 20008923, 21009358, 20003055, 20008162, 20002891, 17004045, 18005254, 20004114, 21006762, 21007110, 20009172, 20008671, 21002201, 20000206, 21006537, 20003975, 20008903, 20004450, 21006637, 21000621, 19002472, 21007714, 20001550, 21003155, 20009663, 20001946, 20007746, 20003019, 19002845, 20001739, 20005612, 20008996, 20000903, 21002673]",100
PHI1002 6,"[20001510, 20003659, 17002391, 21009695, 19004666, 20002288, 19106930, 20003389, 20003510, 19006845, 19009557, 20005784, 21001694, 20004615, 20001266, 20007405, 20005135, 20007113, 20001711, 20007744, 19006379, 20004868, 21006892, 19004128, 19005072, 19000888, 20003968, 20008032, 20007045, 20009332, 20000212, 20001229, 20002766, 20005993, 20004218, 19001210, 19109466, 20108922, 18003510, 20007628, 18005069, 21003863, 19007474, 20004767, 21000963, 20004665, 20004404, 19004739, 20006588, 20004032, 19004781, 20004716, 20003446, 20009892, 21009683, 20008858, 20009994, 21006022, 20008398, 19006446, 21002698, 20009980, 20000265, 20005992, 20002310, 20003088, 20002252, 20003242, 20001338, 19008828, 20007983, 20000870, 20007065, 19000544, 21002891, 20006927, 20007018, 19006377, 20005107, 21007322, 20007144, 20008323, 20007511, 20006898, 20000824, 20008216, 20008326, 20009641, 20103206, 19001855, 20006004, 21007722, 19008922, 19006706, 20007437, 20004400, 20007402, 20003594, 20007179, 20008129]",100
PHI1002 7,"[21004827, 20000424, 21002330, 18001210, 20008054, 20000891, 20002648, 19018510, 21000983, 21001981, 20009932, 21005102, 21007437, 20004969, 19004027, 19002010, 21002147, 21007723, 21001950, 20002183, 18004659, 20000702, 21001970, 20001337, 21007049, 20006989, 20006522, 18000260, 21002761, 20008726, 21000624, 21007240, 21002442, 19008142, 20007729, 21009894, 18005811, 20008380, 20002553, 21009194, 21003832, 21000665, 21002210, 21000847, 21005397, 20000127, 21009849, 21001728, 21003623, 20004257, 20007885, 20001687, 19004180, 19000545, 20009533, 18001503, 20002660, 21002777, 21000791, 20007345, 21004662, 20006378, 21000245, 19001887, 19005414, 20009272, 20002848, 20002076, 19006014, 21006304, 21002355, 21006057, 20002697, 19014828, 20004922, 21005484, 21002349, 20000787, 19005079, 20003063, 20003300, 21004087, 21007557, 21002578, 21004204, 20005182, 20002462, 20009376, 20001761, 21001543, 19012728, 21006239, 20004128, 21008012, 21000116, 20008657, 20007906, 21006062, 20002225]",99
PHI1002 8,"[19001655, 21002524, 21006049, 21006330, 21005500, 20006075, 20004591, 20005414, 21008656, 21004565, 20008334, 19003951, 20000259, 18100726, 21003106, 20001838, 20001517, 19009774, 19009731, 21004103, 19005208, 19008170, 20006236, 21007053, 21002036, 21008506, 21008220, 20005320, 21003408, 20006651, 19002152, 20009817, 21005073, 19101984, 21003242, 21007362, 19003895, 21002195, 21008080, 20004496, 21001462, 21007805, 21002782, 21005339, 21009345, 20005749, 18003873, 21003710, 21007364, 21001788, 21008478, 21002358, 21006997, 21004242, 20009283, 20001902, 20009503, 21008613, 21003299, 20108053, 21004592, 21000482, 20005105, 20004410, 20004711, 21000917, 20005687, 21002696, 20005622, 21003988, 19000775, 21000511, 20001603, 21001108, 20108520, 21000865, 20005710, 19009315, 20004176, 17108599, 20001565, 20008731, 19000013, 18108317, 19002425, 20000064, 21003900, 21001469, 21002632, 21000761, 21006848, 21000903, 20006081, 19006156, 21004308, 20003482, 19008182, 21008431, 19008511, 21000521]",100
PHI1002 9,"[20001687, 19008903, 21009326, 20008989, 21005725, 20006070, 20004366, 20006672, 19000884, 21005226, 21003085, 20004532, 19009176, 19006060, 21009901, 20005530, 20000601, 21005811, 20001854, 19004899, 20007365, 19004223, 21002115, 21008172, 20002233, 21007424, 20004889, 19006354, 21004945, 21003182, 18002265, 19008064, 19001491, 21004090, 21008754, 21004603, 20007419, 20000880, 21001787, 19003053, 21005579, 20000448, 19003507, 21003874, 21003015, 21008653, 21009847, 20000401, 21001457, 21007390, 20001980, 20104065, 21005072, 20003174, 19008054, 20003755, 16003408, 21001615, 19005108, 21007123, 21000419, 20001490, 21008860, 21003569, 19001423, 20004719, 21009314, 20004644, 20008511, 21007108, 19002481, 20009364, 21005337, 20001078, 21006516, 21006415, 21001064, 20002315, 19008860, 20007832, 21001992, 20001503, 21008671, 20000416, 21001144, 20007123, 21008047, 21009078, 20009962, 21008288, 19108659, 19006154, 20002478, 21009009, 20004630, 20003187, 18005269, 21008197, 19004599, 19002897]",100
PHY1012 TNL,"[21006555, 21004565, 21004962, 21003441, 21000015, 21008097, 21003103, 21000610, 21001710, 18002277, 20008224]",11
PHY1013 TNL,"[20009384, 20000150, 20006377, 20006380, 20006706, 20009297, 20008224]",7
PHY1020 1,"[21002294, 21007971, 21009692, 21009620, 21006049, 21004176, 21001818, 21008656, 21001973, 21003034, 21003106, 21007611, 21000479, 20007412, 21006600, 21004760, 20000535, 21004075, 21005993, 21004357, 21004659, 19008806, 21008757, 21004141, 21009675, 21001858, 21008132, 21006598, 21008762, 21009485, 21001996, 21000963, 21006074, 21007493, 21000891, 21002196, 21004386, 21005869, 21006612, 21002901, 21004319, 19003350, 21003156, 21004342, 21001352, 21002657, 21002982, 21006389, 21004481, 21003344, 21001108, 21000753, 21000250, 21001197, 21003605, 21009979, 21000865, 21009609, 21001408, 21009429, 21002563, 21000287, 21003454, 21000328, 21005302, 21009499, 21008199, 21008998, 21008923, 21002632, 21006750, 21006355, 21004308, 21003206, 21002689, 21006205, 21004721]",77
PHY1020 2,"[21003510, 21002261, 21004085, 21008258, 21007784, 19005339, 21002182, 21007620, 20000288, 21005079, 20005784, 20009845, 21007293, 21003404, 21009817, 20005135, 21009212, 20006852, 21001285, 21008506, 21005311, 21000327, 21003298, 21007258, 21008142, 21004826, 21004245, 21001815, 21009564, 21007805, 21008750, 21009345, 21007364, 21001160, 20001980, 21006493, 21004222, 21004130, 19008981, 20003055, 20004711, 21002696, 21000071, 21002787, 21001943, 21003988, 21009707, 19001592, 20006702, 21005596, 21003308, 21004733, 21005295, 21007575, 21003083, 21006930, 21006182, 21005481, 21008148, 20004223, 21004890]",61
PHY1020 3,"[21001322, 21003444, 21008989, 21008247, 21003053, 21008804, 20008106, 21003743, 21000601, 21003268, 21009731, 21006651, 21008436, 21007345, 21001741, 21003717, 21004899, 21005414, 21006929, 21008888, 21004416, 21009266, 21004270, 21006569, 21004637, 21005294, 21009353, 21002515, 21004807, 21000011, 21007748, 21004189, 21000979, 21008393, 21001788, 21008600, 21006876, 19007861, 21002782, 21005756, 21007299, 21002495, 19005397, 21001676, 21004359, 20009471, 21004602, 21004824, 21008129, 21001337, 21003418, 21001423, 21000320, 21008170, 21006110, 21008905, 21000348, 21000888, 21004404, 21006257, 20004453, 19007843, 21007919, 21007221, 21004659, 21009943, 21006025, 21003966, 21003364, 21007556, 21001317, 21008012, 21007079, 21001195, 21005520, 21003460, 21004410]",77
PHY1020 4CTĐB,"[21003811, 21005811, 21006555, 21000164, 19005420, 21004565, 21005398, 21004591, 21001030, 21003667, 21009652, 21005893, 21004962, 21009672, 21007053, 21001456, 21002036, 21003441, 21000015, 20001025, 21004886, 20004650, 21004795, 21009600, 21007023, 21000174, 21002743, 21003911, 21008097, 21008947, 21004537, 21007402, 20004908, 21003103, 21004828, 21006522, 21007620, 21007682, 21001343, 21009851, 21004738, 21004098, 21006607, 21000610, 21004390, 21001710, 21005634, 21001059, 21002197, 20009297, 21008432, 21004221, 21001473, 21003174, 21003195, 21009623, 21004492, 21004979, 21005622]",59
PHY1100 1,"[21007688, 21009326, 21004717, 21002118, 21008511, 21006522, 21006354, 21006380, 21001592, 21007330, 21008726, 21009994, 21002045, 21009376, 21007424, 21004590, 21005745, 18007092, 21009398, 21004159, 21004765, 21003270, 21000424, 21006672, 21003089, 21006621, 21009503, 21008064, 21003732, 21002033, 21003507, 19000758, 21007419, 21008798, 21005580, 21005079, 21003174, 21003755, 21000149, 21003433, 21008248, 21003818, 20007065, 21007405, 21004514, 21007110, 21007448, 21004917, 19014828, 21008377, 21001054, 21005586, 21004822, 20005710, 21004599, 21003088, 21002201, 19009388, 21007246, 21002251, 21004382, 21005652, 21000525, 21004028, 21008073, 21007322, 21005623, 20007402, 21004369, 21004155]",70
PHY1100 10,"[21002340, 21009108, 21005687, 21004728, 21008199, 21001974, 20006411, 21000833, 21009328, 19009932, 21005510, 21009237, 21000847, 18000339, 21003918, 20000482, 17006630, 19000968, 21009358, 19001996, 18005120, 19007870, 20004840, 21002315, 21000145, 20005681, 19001240, 21000013, 19006552, 20008617, 21000064, 20007359, 21001959, 21003804]",34
PHY1100 11,"[21002294, 21004868, 21005061, 21001841, 20004590, 21000108, 21001896, 17006357, 20004822, 20009814, 18005366, 21005934, 21005576, 20004839, 21006115, 21005988, 18008080, 21000590, 18007921, 21006180, 21009663, 20009193, 21005770, 21000493, 21002974, 19009673, 21005136, 21001457, 20009994, 18003895, 21000956, 21009381, 21000348, 21003223, 21000419, 21007670, 20007983, 21009069, 18007557, 21004711, 19000514, 20006552, 21001133, 21002276, 19004823, 21005710, 21006879, 21003600, 21006004, 20005072, 21002327, 21008671, 21004298, 21003857, 20002225, 20001441]",56
PHY1100 12,"[18001996, 21005135, 17009699, 21002841, 20007620, 21005679, 21005825, 21001310, 21009002, 21005749, 21005993, 18000899, 21009702, 21002917, 21006903, 21004025, 21003880, 19004580, 21006050, 21004795, 18005135, 21007820, 17001243, 21006599, 21007362, 20005263, 21009072, 18003510, 18005525, 21009742, 21000174, 21009194, 21005340, 21003874, 21006612, 21009870, 21005928, 18006067, 21007390, 21002481, 21002954, 19017574, 21004453, 21004004, 21008054, 21008731, 18004273, 21003590, 21005963, 21001501, 21001490, 21005337, 19000299, 21005384, 21000370, 18002233, 21002340, 21002541, 21003045, 21000894, 19007155, 18007906, 21003032, 21009535, 21001187, 21004400, 18004098, 21000199, 19009927, 21002452]",70
PHY1100 13,"[21007345, 21006272, 19000231, 21005059, 21005544, 21009283, 21003782, 21007628, 21001097, 21005106, 21003063, 19004591, 21008686, 20001540, 19007046, 21009962, 20006236, 19010610, 21001989, 21006884, 21004496, 20001243, 21004658, 21002894, 21000979, 21004179, 21007582, 21006926, 21003089, 21001940, 21000826, 19005934, 19014344, 20008635, 21005579, 17004917, 19009564, 21002324, 21004771, 21000514, 19007535, 20009471, 21005906, 21006034, 21005083, 21002598, 19017203, 17008170, 21005669, 21004738, 20007650, 21001669, 19006014, 21006612, 21000702, 20002880, 21002558, 18004162, 21003974, 21008293, 21009193, 21005885, 21006941, 20009078, 21008617, 21003700, 21004555, 21009727, 21003482, 21003088]",70
PHY1100 14,"[18003770, 19000891, 20007833, 19002233, 21005950, 21001741, 16006110, 21002670, 21009897, 21003451, 21004397, 19007330, 20008261, 19000248, 18009675, 21002899, 19008876, 21009197, 21006053, 21007583, 19003390, 21003299, 21007310, 18004114, 21004822, 19001304, 21000328, 20006354, 21006588, 18000511, 21001510, 19005083, 21000455, 21004045, 18001126, 21000045, 20003909, 21002252, 21005055]",39
PHY1100 2,"[20003171, 19006503, 19000258, 19000199, 19005893, 17004828, 19008037, 20005054, 19005667, 19007807, 20003842, 20006113, 21007936, 21001729, 21005624, 21003123, 19003146, 18003268, 19008828, 18004284, 21002848, 21006552, 21004990, 21004620, 19001489, 21002150, 18002102, 21002310, 18008170, 21004959]",30
PHY1100 4,"[18007018, 19009674, 19000871, 21002880, 21000983, 19006081, 19014917, 21007511, 21001370, 21005443, 17008064, 21004945, 21001970, 19005484, 21004443, 21002576, 21008772, 19017371, 21001788, 19014458, 20009853, 20008932, 19015640, 21003350, 21007103, 21008662, 21009107, 19007457, 21009272, 19007800, 21006057, 21007896, 21008932, 21007108, 20008520, 21009707, 21007156, 21005275, 18005893, 19003532, 19013155, 19017724, 18008436, 18004273, 21008602, 19002845, 21005524, 21008197, 21008485]",49
PHY1100 7,"[21000012, 21001338, 21001206, 21003183, 21005668, 21003973, 18003863, 21007264, 20004366, 18001679, 21004300, 21007889, 21007840, 21008876, 18004511, 21001761, 21004416, 17007870, 21004637, 21009078, 21002152, 18003085, 21004410, 21008318, 21003445, 21009600, 18001803, 21000201, 21004603, 21004215, 21005375, 21005992, 21005976, 21009442, 21007657, 21008271, 21004693, 21003945, 21008129, 21001398, 21009590, 21007742, 21008311, 21002470, 21001343, 20005059, 21002602, 21002306, 21003716, 21008860, 21001423, 21005316, 21005354, 21004839, 21003549, 21002897, 21005730, 21000709, 21001064, 21000908, 21001035, 21002935, 21004276, 21008199, 21008496, 21000401, 21005458, 21002559, 21004235, 21001597]",70
PHY1100 8,"[20009188, 21000762, 21007282, 20003718, 18000259, 21009010, 21003556, 21006082, 21008323, 21001724, 20007176, 20005788, 19007201, 21006249, 20003782, 21006452, 21008839, 21009378, 21008178, 18007502, 20006082, 21003212, 21000061, 17003673, 20004215, 20004316, 21001392, 21004017, 21003456, 18004103]",30
PHY1100 9,"[21005083, 21007911, 20006025, 20000321, 21008436, 18006702, 21005811, 21004744, 21001862, 21003182, 20009466, 21008963, 21000962, 21004357, 18001240, 21005076, 21000011, 20005076, 21004983, 21005211, 21000758, 20009354, 20003673, 21001513, 16009074, 18017052, 21001814, 21008170, 21008190, 21006753, 21009352, 21009046, 21008471, 21001943, 21009960, 21000322, 21004880, 21001655, 21004137, 21003561, 21002472, 21006365, 21007758, 20008246, 21000128, 21009704, 21004665, 21006025, 21003720, 21005900, 21003857, 21005818, 21000929]",53
PHY1100E CLCCNKTMT,"[21001978, 21004936, 21003641, 21000259, 21001540, 21000919, 21006411, 21006243, 21004489, 21008571, 21005428, 21001478, 21008704, 21007723, 21005016, 21001550, 21007626, 21002658, 21004691, 21009787, 21009466, 21007240, 21009056, 21004989, 21007816, 21006718, 21000777, 21007682, 21004342, 21004613, 21004366, 21008600, 21007781, 21006129, 21001838, 21008047, 21006123, 21007031, 21007899]",39
PHY1103 1,"[21009616, 20009590, 18001996, 16008258, 21009326, 21005780, 17006926, 20006735, 18004547, 17005746, 19005982, 21009901, 20009932, 18009817, 20005634, 21009266, 21007510, 18009193, 20005320, 20008888, 20001787, 20004839, 19005055, 20006612, 20000702, 18009154, 19005484, 21004702, 18004221, 19003895, 21009745, 21009238, 20009637, 17007975, 21005756, 21008752, 21006386, 20000127, 21001394, 16009074, 21006612, 19006599, 17006630, 20002452, 18001317, 21006522, 20007345, 21006216, 20005059, 21004798, 18007502, 20004719, 18004362, 18002233, 21000865, 20003063, 20000709, 20002233, 20001761, 19009215, 21001392, 19003152, 19004284, 20005045, 20003720, 19001008, 16002563, 20007991]",68
PHY1103 10,"[21007796, 20007271, 21009538, 21006724, 20008772, 19016825, 21009066, 17006580, 21009852, 20000691, 20005055, 21003021, 21007885, 20000095, 20001540, 21004905, 21006580, 21008231, 21002361, 20003408, 20009467, 17003438, 21001038, 21005795, 20000908, 21009471, 19008142, 20008662, 21003863, 19008393, 20004771, 18000339, 20003542, 21005513, 21006069, 20003880, 21001676, 21002017, 21004359, 21003602, 21008995, 21009062, 20008070, 18008804, 21006452, 21007123, 18006892, 18008506, 21003216, 21003019, 20002880, 18004278, 21008916, 19008932, 21004477, 21004547, 20005928, 21000621, 21004730, 21009760, 19002691, 18002331, 21001909, 21000329, 21004017, 21008934, 20001441, 21001016, 21002608, 21006606]",70
PHY1103 11,"[20009884, 19004813, 21004162, 21002810, 20004366, 21009851, 21005687, 21004176, 21001818, 20004215, 17000229, 18001679, 17009699, 18009894, 21002670, 17008451, 20007657, 21005320, 20009601, 20001788, 21000833, 20002324, 21006363, 19000445, 21006075, 21006792, 20005263, 17008511, 21008600, 21009264, 21003832, 21001468, 19005397, 21005263, 21000211, 21005336, 18009538, 18004748, 18003895, 20008479, 21006889, 21003067, 21004592, 21003755, 20003422, 21008788, 21003569, 21003239, 21008513, 18007345, 19000775, 21000511, 21002133, 21004739, 21003088, 20000206, 20004693, 19014449, 21005017, 21009098, 21003032, 21004128, 21006848, 21000903, 21003610, 21004369, 21003546, 21007505]",68
PHY1103 12,"[20008761, 21003357, 18000061, 17002345, 21007601, 21001304, 21001736, 21008668, 19015139, 18007359, 18003171, 21002331, 20003357, 21002115, 20005751, 19002119, 15103708, 21003850, 21008261, 19010426, 19012105, 21007506, 20009264, 18007921, 21008761, 21000066, 20009745, 21000314, 20006022, 21001950, 20003673, 19017992, 19003904, 21008474, 21002752, 20008906, 19014458, 19013220, 20007461, 18008129, 20009880, 20002972, 20005079, 20003756, 21002816, 21009830, 18007557, 21004146, 20004913, 20008318, 20005982, 21008590, 21009342, 20001433, 21001503, 20005710, 21002558, 20003516, 21003951, 20004081, 20001503, 20009663, 18007906, 21009078, 19006154, 20002478, 20003088, 20004803, 20003587, 21000521]",70
PHY1103 13CLCMTKHTT,"[21000770, 20000610, 20004299, 20009074, 20006677, 20000322, 20002541, 19001785, 20000770, 20002922, 20001031]",11
PHY1103 14CLCMTKHTT,"[20000199, 21004748, 21004265, 20009672, 21006869, 21008070, 21003010, 21003481, 21008828, 21005770, 21009929, 21003710, 21005132, 21007885, 21009853, 20000979, 20006753, 21003691, 21007768, 16003408, 21003697, 21007681, 21005366, 21002962, 21006156, 21008032, 21004173, 21005329, 21002400, 21007802, 21003793, 21002964, 20003600, 21002076, 21006606, 21007634, 20004765, 21006976, 21005008, 20002825, 21007082, 20007411, 21002434, 21006980, 21000555, 21003628, 21008326, 20005667]",48
PHY1103 15QTS,"[21004542, 21004127, 21009048, 21001763, 21004529, 21002895, 21008782, 21007764, 21003494, 21008106, 21006693, 21005287, 21009845, 21005135, 18005242, 21008909, 21000124, 21005410, 21005788, 21004654, 21003055, 21005829, 21008261, 21002584, 21006322, 21005299, 21005472, 21003587, 21001441]",29
PHY1103 16CLCCNH,"[21004604, 21008035, 21003394, 21006303, 21009695, 21005020, 21004264, 21007333, 21001694, 21004280, 21003365, 21006892, 21008506, 21007307, 21002887, 21004613, 21007805, 21007364, 21000950, 21007211, 21001591, 21006902, 21000870, 21002891, 21003988, 21002102, 21004273, 21004055, 21004575, 21009618, 21001679, 21007747, 21006570, 21001761, 21008212, 21001417]",36
PHY1103 17CLCCNH,"[21003659, 21003301, 18004159, 21009652, 21009672, 21001489, 21001565, 21005779, 21002267, 21009472, 21008031, 21009448, 21000058, 21006590, 21004218, 21008170, 21007729, 21005301, 21003671, 21002536, 21009358, 21007665, 21000004, 21003176, 21003006, 19006596, 21006806, 21001677, 21003717, 21000761, 21003184, 21009940, 21000275, 21004979, 21002673, 21009641]",36
PHY1103 18CLCHD,"[21004287, 21001233, 18004599, 21000191, 21006070, 21009385, 21001945, 21003943, 21007475, 21001462, 21003918, 20001591, 21006828, 21009486, 21001360, 21000683, 21001691, 21001108, 21001610, 21008663, 21000154, 21001716]",22
PHY1103 19CLCHD,"[21009428, 21005500, 21004373, 21006153, 21009674, 21004590, 21006732, 21008334, 21000929, 21005069, 21000751, 21002566, 21005372, 21005952, 21003622, 21007254, 21002210, 21000254, 21008478, 21006748, 21003623, 21006997, 21009683, 21000583, 21008613, 21005334, 21008082, 21000860, 21009543, 21000917, 21005336, 21004204, 21009640, 21002176, 21001469, 21006239, 21006790, 21004345, 21007315, 21006714, 21002612]",41
PHY1103 2,"[21006797, 19006453, 21000762, 20002974, 20002598, 20006672, 21005226, 21003085, 21003887, 20008106, 19006272, 21007283, 21009158, 21003975, 20001462, 20007405, 21004103, 21004047, 21008337, 21001008, 17005618, 18005898, 21004090, 21005073, 21003242, 21007362, 21002195, 20007419, 17007045, 20006637, 21009742, 20002415, 21009197, 17002957, 21006845, 21003673, 20004665, 21006218, 21003824, 17009066, 21002358, 21004242, 20008444, 21003810, 20003174, 20002310, 20003088, 16003170, 20002252, 20001338, 21000419, 20001490, 21009946, 21007723, 21009336, 21005710, 21008002, 18007758, 21006516, 21007322, 21007481, 21000244, 18006876, 21007714, 21003900, 21009594, 20007746, 21008152, 20006599, 21000307]",70
PHY1103 3,"[21005054, 21009438, 21002697, 19000145, 20009215, 18004979, 21009485, 20001258, 20001015, 19000954, 20002133, 21006719, 16006115, 17008525, 21002848, 21009609, 19003731, 20000314, 20005182, 21006213, 21003227]",21
PHY1103 4,"[21001887, 18003770, 19004899, 20007365, 21004284, 20002118, 21002901, 16000260, 19007835, 20007723, 21001564, 20004179, 20000897, 21005481]",14
PHY1103 5,"[20004443, 21009932, 21007759, 19015787, 20004936, 18100338, 21007412, 21006906, 21009172, 20007412, 21004797, 21007644, 21005412, 17008064, 21001207, 19004128, 21006014, 18002099, 19009244, 20002361, 21009600, 21004786, 21009161, 21009250, 21006490, 21009215, 21006126, 21000493, 21000127, 21003889, 21008166, 20004173, 21006442, 21000243, 21006264, 21003453, 21006493, 21006782, 20007056, 19008839, 21000202, 21006526, 21004278, 21000150, 21000791, 21002104, 21004913, 21006920, 21000245, 21007399, 21001258, 21002355, 21009432, 21003659, 21004348, 21009884, 21003895, 21005150, 21007363, 18005092, 21003390, 21003909, 21007159, 21007584, 21004114, 21002225, 18008170, 19013363, 20004691, 21005075]",70
PHY1103 6,"[19011146, 21000481, 18002196, 21005725, 20009308, 19014547, 21002953, 21004300, 20006129, 20008931, 20003804, 20005957, 18004786, 19005667, 20004300, 19007474, 21008653, 21009847, 21001615, 21002777, 21006552, 21009314, 21001015, 21002349, 20009535, 21002251, 20001801, 20007178, 19003544, 18008909, 19009172, 21001739, 20004645, 19002514, 21008288, 18001126, 20004397, 20005461]",38
PHY1103 7,"[21002839, 21005595, 21000527, 21003556, 19006060, 21003034, 20000259, 21009892, 20004498, 20000792, 21007034, 19003063, 18009051, 21000582, 20005663, 20000134, 21002960, 21002246, 21003053, 19004496, 21002442, 21009894, 18005811, 21003015, 21009669, 21005072, 21005420, 20007582, 20009980, 21005860, 20001657, 19001192, 21007670, 20005354, 21003871, 21001845, 21006304, 19014820, 21004121, 20007043, 20001468, 19013942, 21005954, 21006415, 21002578, 19011025, 21005181, 21000525, 21008129, 21002894, 21004828, 21001992, 21006074, 21003155, 21005295, 21004495, 18008662, 21009156, 19017069, 19014027, 17000757, 20003048, 21009202, 21006062, 21008624, 21003033]",66
PHY1106 QTL,"[21003811, 21005811, 21000164, 21005398, 21004591, 21001030, 21005079, 16008485, 21008452, 18007897, 20002233, 19008928, 20009193, 18008002, 21004537, 21007402, 20003551, 21004828, 17007082, 21009184, 21009851, 21006607, 21005634, 21002197, 21008990, 21008432, 21006160, 18007906, 21009218, 21006763, 21005622]",31
PHY1108 1,"[18007437, 18007919, 21008258, 18002152, 21007784, 21007293, 21009212, 21005120, 21002265, 19006612, 18003270, 21008142, 19005624, 21009653, 20001310, 19003019, 20000445, 20004637, 19006782, 20005576, 21003551, 21008750, 21007299, 17001615, 18000956, 21001078, 17007082, 21000071, 21002982, 21003344, 20007402, 21000821, 19009051, 20006879, 20001352]",35
PHY1108 2,"[21003510, 21007620, 21003806, 21001628, 21005403, 21009817, 19001899, 21004760, 21005311, 21000327, 21004826, 21007234, 21009675, 20003251, 21000097, 21008132, 21004386, 21001160, 20009010, 21003462, 21007870, 21004130, 21006943, 20005622, 21003142, 16011200, 21005596, 21003308, 21007557, 21008923, 21001144, 20008216, 21006182, 21009623, 18009048]",35
PHY1108 3,"[20003889, 18008063, 21004630, 21003743, 20000045, 21007345, 18003053, 20007720, 20000164, 20008990, 18003767, 21009353, 19000229, 20004728, 21004807, 18004717, 20009555, 21008393, 18000174, 21002782, 21009263, 21008947, 21007858, 20006355, 19001121, 21007904, 21003308, 21005719, 21004098, 18007691, 20007018, 21004659, 21004221, 19002462, 19003398]",35
PHY1108 4,"[21008247, 21003053, 21008804, 21004899, 20005083, 18004602, 21007748, 21004189, 20003441, 21006876, 18006178, 21006598, 18006249, 18003697, 18007221, 17003083, 21001337, 18003798, 21003418, 18006446, 21000320, 16005006, 21008905, 18003000, 21004404, 18002957, 21007030, 18004449, 18009297, 18008981, 21008998, 21007575, 21007556, 21001317, 21003195, 18003892, 21005520, 18005580, 21003460, 21004410]",40
