MSV,classCodeList,subjectCodeList
21009212,"['PHY1020 2', 'PHY1108 1', 'PHY1113 5', 'PHY2302 2']","['PHY1020', 'PHY1108', 'PHY1113', 'PHY2302']"
21009215,"['GEO1050 4', 'HIS1056 5', 'HMO3204', 'MAT1092 7', 'PHY1103 5']","['GEO1050', 'HIS1056', 'HMO3204', 'MAT1092', 'PHY1103']"
21009218,"['GEO1050 1', 'PHY1106 QTL', 'PHY1108 8QTL', 'PHY1113 8TNL', 'PHY2302E QTL']","['GEO1050', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2302E QTL']"
21009237,"['HIS1056 5', 'MAT2301 4', 'MAT2303 3', 'PHY1100 10']","['HIS1056', 'MAT2301', 'MAT2303', 'PHY1100']"
21009238,"['HIS1056 9', 'MAT1092 3', 'MAT1101 6', 'PHI1002 10', 'PHY1103 1']","['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103']"
21009239,"['MAT2317 5CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT']","['MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21009244,"['GEO1050 4', 'MAT2317 4CLCMTKHTT', 'MAT2502 4CLCMTKHTT', 'MAT3500 3CLCMTKHTT']","['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21009250,"['GEO1050 4', 'HMO3600', 'MAT1092 6', 'PHY1103 5']","['GEO1050', 'HMO3600', 'MAT1092', 'PHY1103']"
21009254,"['GEO3209', 'MAT1091 2', 'PHI1002 10']","['GEO3209', 'MAT1091', 'PHI1002']"
21009263,"['HIS1056 6', 'PHY1108 3', 'PHY1113 1', 'PHY2302 3']","['HIS1056', 'PHY1108', 'PHY1113', 'PHY2302']"
21009264,"['HIS1056 2', 'HMO3204', 'MAT1092 7', 'PHY1103 11']","['HIS1056', 'HMO3204', 'MAT1092', 'PHY1103']"
21009266,"['BIO2202 7', 'CHE1081 2', 'MAT1101 11', 'PHI1002 5', 'PHY1020 3', 'PHY1103 1']","['BIO2202', 'CHE1081', 'MAT1101', 'PHI1002', 'PHY1020', 'PHY1103']"
21009272,"['GLO2038 2', 'MAT1101 6', 'MAT1192 6CLCCNS', 'MNS1052', 'PHY1100 4']","['GLO2038', 'MAT1101', 'MAT1192 CLCCNS', 'MNS1052', 'PHY1100']"
21009274,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT']","['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21009283,"['CHE1080 3', 'GEO2300 1', 'HIS1056 1', 'MAT1091 4', 'PHY1100 13']","['CHE1080', 'GEO2300', 'HIS1056', 'MAT1091', 'PHY1100']"
21009297,"['GEO1050 3', 'MAT2301 3', 'MAT2303 3']","['GEO1050', 'MAT2301', 'MAT2303']"
21009300,"['CHE1095E TTH', 'CHE1099E 2TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 1', 'PHY1161 2TTH', 'POL1001 4']","['CHE1095E TTH', 'CHE1099E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'POL1001']"
21009308,"['GEO2300 3', 'GEO2400 1', 'GEO2404 1', 'GEO3402 1', 'GEO3403', 'MAT1091 1']","['GEO2300', 'GEO2400', 'GEO2404', 'GEO3402', 'GEO3403', 'MAT1091']"
21009314,"['BIO2202 4', 'CHE1081 4', 'HIS1056 7', 'MAT1101 3', 'PHI1002 9', 'PHY1103 6']","['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHY1103']"
21009315,"['CHE1080 2', 'GEO3209', 'HIS1056 2', 'MAT1091 3']","['CHE1080', 'GEO3209', 'HIS1056', 'MAT1091']"
21009326,"['HIS1056 8', 'MAT2301 3', 'MAT2303 3', 'PHI1002 9', 'PHY1100 1', 'PHY1103 1']","['HIS1056', 'MAT2301', 'MAT2303', 'PHI1002', 'PHY1100', 'PHY1103']"
21009328,"['GEO1050 3', 'MAT2301 3', 'MAT2303 3', 'PHY1100 10']","['GEO1050', 'MAT2301', 'MAT2303', 'PHY1100']"
21009329,"['CHE1095E TTH', 'CHE1099E 2TTH', 'GEO1050 3', 'MAT1092 12TTH', 'PHY1161 2TTH']","['CHE1095E TTH', 'CHE1099E TTH', 'GEO1050', 'MAT1092 TTH', 'PHY1161 TTH']"
21009336,"['BIO3201 4', 'CHE1057 4', 'HIS1056 1', 'MAT1091 3', 'PHY1103 2']","['BIO3201', 'CHE1057', 'HIS1056', 'MAT1091', 'PHY1103']"
21009342,"['MAT2317 6CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'PHY1103 12']","['MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1103']"
21009345,"['PHI1002 8', 'PHY1020 2', 'PHY1113 6', 'PHY2302 2']","['PHI1002', 'PHY1020', 'PHY1113', 'PHY2302']"
21009346,"['HIS1056 2', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3373E 2CLCMTKHTT', 'MAT3500 4CLCMTKHTT']","['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3373E CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21009352,"['BIO3263 TNS', 'CHE1080 1', 'CHE1081 15TNS', 'GEO2300 1', 'HIS1056 6', 'MAT1091 4', 'MAT1292 2TNS', 'PHY1100 9', 'PHY1161 1CTĐB']","['BIO3263 TNS', 'CHE1080', 'CHE1081 TNS', 'GEO2300', 'HIS1056', 'MAT1091', 'MAT1292 TNS', 'PHY1100', 'PHY1161 CTĐB']"
21009353,"['PHY1020 3', 'PHY1108 3', 'PHY1113 4', 'PHY2302 4']","['PHY1020', 'PHY1108', 'PHY1113', 'PHY2302']"
21009354,"['GEO1050 1', 'MAT1076', 'MAT2301 1', 'MAT2303 1']","['GEO1050', 'MAT1076', 'MAT2301', 'MAT2303']"
21009358,"['MAT1090 2', 'MAT1101 3', 'PHI1002 5', 'PHY1100 10', 'PHY1103 17CLCCNH']","['MAT1090', 'MAT1101', 'PHI1002', 'PHY1100', 'PHY1103 CLCCNH']"
21009364,"['BIO2045E 3CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'GEO1050 4', 'MAT1101 9', 'MAT1192 7CLCCNS']","['BIO2045E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'GEO1050', 'MAT1101', 'MAT1192 CLCCNS']"
21009373,"['BIO2045E 1CLCCNS', 'BIO2403E 7CLCCNS', 'BIO3178 1CLCCNS', 'CHE1081 11CLCCNS', 'GEO1050 5', 'MAT1192 5CLCCNS']","['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'GEO1050', 'MAT1192 CLCCNS']"
21009376,"['CHE1081 10', 'EVS2302 2', 'EVS3244 2', 'MAT1092 7', 'MAT1101 11', 'PHY1100 1']","['CHE1081', 'EVS2302', 'EVS3244', 'MAT1092', 'MAT1101', 'PHY1100']"
21009378,"['CHE1080 3', 'GEO2300 4', 'MAT1091 3', 'PHY1100 8']","['CHE1080', 'GEO2300', 'MAT1091', 'PHY1100']"
21009381,"['HIS1056 2', 'MAT2317 5CLCMTKHTT', 'MAT2502 5CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'PHI1002 3', 'PHY1100 11']","['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHI1002', 'PHY1100']"
21009385,"['CHE1052 4CLCHD', 'GEO1050 4', 'HIS1056 3', 'MAT1092 10CLCHD', 'PHY1103 18CLCHD']","['CHE1052 CLCHD', 'GEO1050', 'HIS1056', 'MAT1092 CLCHD', 'PHY1103 CLCHD']"
21009398,"['GEO1050 6', 'GLO2038 1', 'MAT1101 13', 'MAT1192 1', 'MNS1052', 'PHY1100 1']","['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PHY1100']"
21009428,"['CHE1052 4CLCHD', 'CHE1081 6', 'EVS2302 5CTĐB', 'EVS3402 CTĐB', 'GEO1050 6', 'HIS1056 5', 'HIS1056 7', 'MAT1092 10CLCHD', 'MAT1092 6', 'PHI1002 5', 'PHY1103 19CLCHD']","['CHE1052 CLCHD', 'CHE1081', 'EVS2302 CTĐB', 'EVS3402 CTĐB', 'GEO1050', 'HIS1056', 'MAT1092', 'MAT1092 CLCHD', 'PHI1002', 'PHY1103 CLCHD']"
21009429,"['MAT2318 2', 'PHY1020 1', 'PHY1108 7', 'PHY2302 6']","['MAT2318', 'PHY1020', 'PHY1108', 'PHY2302']"
21009432,"['BIO3201 4', 'CHE1057 3', 'HIS1056 2', 'MAT1091 1', 'PHY1103 5']","['BIO3201', 'CHE1057', 'HIS1056', 'MAT1091', 'PHY1103']"
21009435,"['BIO2045E 3CLCCNS', 'BIO2403E 6CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'HIS1056 9', 'MAT1192 7CLCCNS', 'PHY1108 8QTL', 'PHY1113 1', 'PHY2302 3', 'PHY2306']","['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'HIS1056', 'MAT1192 CLCCNS', 'PHY1108 QTL', 'PHY1113', 'PHY2302', 'PHY2306']"
21009438,"['CHE1081 10', 'EVS2302 1', 'MAT1092 2', 'MAT1101 11', 'PHY1103 3']","['CHE1081', 'EVS2302', 'MAT1092', 'MAT1101', 'PHY1103']"
21009442,"['CHE1080 1', 'GEO2300 4', 'HIS1056 6', 'MAT1091 3', 'PHY1100 7']","['CHE1080', 'GEO2300', 'HIS1056', 'MAT1091', 'PHY1100']"
21009446,"['BIO2045E 1CLCCNS', 'BIO2403E 3CLCCNS', 'BIO3178 5CLCCNS', 'CHE1081 12CLCCNS', 'MAT1092 5']","['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'MAT1092']"
21009448,"['CHE1052 3CLCCNH', 'MAT1092 9CLCCNH', 'MAT1101 11', 'PHY1103 17CLCCNH']","['CHE1052 CLCCNH', 'MAT1092 CLCCNH', 'MAT1101', 'PHY1103 CLCCNH']"
21009466,"['CHE1081 7', 'EVS2302 5CTĐB', 'EVS3402 CTĐB', 'MAT1092 6', 'PHY1100E CLCCNKTMT']","['CHE1081', 'EVS2302 CTĐB', 'EVS3402 CTĐB', 'MAT1092', 'PHY1100E CLCCNKTMT']"
21009471,"['BIO2045E 2CLCCNS', 'BIO3178 4CLCCNS', 'CHE1081 12CLCCNS', 'GEO1050 6', 'HIS1001 1', 'HIS1056 2', 'MAT1092 1', 'MAT1101 6', 'PHI1002 5', 'PHY1103 10', 'POL1001 6']","['BIO2045E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'GEO1050', 'HIS1001', 'HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103', 'POL1001']"
21009472,"['CHE1052 2CLCCNH', 'MAT1092 9CLCCNH', 'PHY1103 17CLCCNH']","['CHE1052 CLCCNH', 'MAT1092 CLCCNH', 'PHY1103 CLCCNH']"
21009476,"['BIO3178 5CLCCNS', 'CHE1081 12CLCCNS', 'MAT1192 7CLCCNS']","['BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'MAT1192 CLCCNS']"
21009485,"['HMO2021', 'HMO2106', 'MAT1092 3', 'PHY1020 1', 'PHY1103 3']","['HMO2021', 'HMO2106', 'MAT1092', 'PHY1020', 'PHY1103']"
21009486,"['CHE1052 4CLCHD', 'GEO1050 2', 'HIS1056 7', 'MAT1092 10CLCHD', 'PHY1103 18CLCHD']","['CHE1052 CLCHD', 'GEO1050', 'HIS1056', 'MAT1092 CLCHD', 'PHY1103 CLCHD']"
21009489,"['BIO3263 TNS', 'CHE1081 15TNS', 'HIS1056 6', 'MAT1292 2TNS', 'PHY1161 1CTĐB']","['BIO3263 TNS', 'CHE1081 TNS', 'HIS1056', 'MAT1292 TNS', 'PHY1161 CTĐB']"
21009499,"['PHY1020 1', 'PHY1108 6', 'PHY2302 2', 'PHY2500 1']","['PHY1020', 'PHY1108', 'PHY2302', 'PHY2500']"
21009503,"['GEO2300 2', 'GEO3237', 'HIS1001 11', 'MAT1091 8', 'PHY1100 1']","['GEO2300', 'GEO3237', 'HIS1001', 'MAT1091', 'PHY1100']"
21009535,"['CHE1081 10', 'EVS2302 2', 'EVS3245 1', 'MAT1092 6', 'PHI1002 3', 'PHY1100 12']","['CHE1081', 'EVS2302', 'EVS3245', 'MAT1092', 'PHI1002', 'PHY1100']"
21009538,"['BIO2202 5', 'CHE1081 4', 'HIS1056 6', 'MAT1101 1', 'PHY1103 10']","['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHY1103']"
21009543,"['CHE1052 3CLCCNH', 'GEO1050 2', 'MAT1092 8CLCCNH', 'PHI1002 12', 'PHY1103 19CLCHD']","['CHE1052 CLCCNH', 'GEO1050', 'MAT1092 CLCCNH', 'PHI1002', 'PHY1103 CLCHD']"
21009555,"['HIS1056 7', 'MAT1076', 'MAT2301 2', 'MAT2303 2']","['HIS1056', 'MAT1076', 'MAT2301', 'MAT2303']"
21009557,"['EVS3244 2', 'MAT1101 3']","['EVS3244', 'MAT1101']"
21009564,"['PHY1020 2', 'PHY1113 1', 'PHY2304 1']","['PHY1020', 'PHY1113', 'PHY2304']"
21009590,"['CHE1080 4', 'GEO2300 4', 'GEO2320 1', 'GEO3263', 'HIS1056 4', 'MAT1091 4', 'PHY1100 7']","['CHE1080', 'GEO2300', 'GEO2320', 'GEO3263', 'HIS1056', 'MAT1091', 'PHY1100']"
21009594,"['BIO3201 1', 'CHE1057 4', 'HIS1056 1', 'MAT1091 3', 'PHY1103 2']","['BIO3201', 'CHE1057', 'HIS1056', 'MAT1091', 'PHY1103']"
21009600,"['BIO2202 7', 'CHE1081 12CLCCNS', 'MAT1101 6', 'PHI1002 4', 'PHY1020 4CTĐB', 'PHY1100 7', 'PHY1103 5']","['BIO2202', 'CHE1081 CLCCNS', 'MAT1101', 'PHI1002', 'PHY1020 CTĐB', 'PHY1100', 'PHY1103']"
21009609,"['BIO2202 7', 'CHE1080 5', 'CHE1081 8', 'HIS1056 3', 'HIS1056 5', 'MAT1101 10', 'PHY1020 1', 'PHY1103 3', 'PHY1108 8QTL', 'PHY1113 2', 'PHY2302 8TNL']","['BIO2202', 'CHE1080', 'CHE1081', 'HIS1056', 'MAT1101', 'PHY1020', 'PHY1103', 'PHY1108 QTL', 'PHY1113', 'PHY2302 TNL']"
21009616,"['BIO2202 4', 'EVF2007 1', 'EVF2032', 'MAT1101 9', 'PHY1103 1']","['BIO2202', 'EVF2007', 'EVF2032', 'MAT1101', 'PHY1103']"
21009618,"['CHE1052 2CLCCNH', 'HIS1056 9', 'MAT1092 8CLCCNH', 'MAT1101 13', 'PHI1002 3', 'PHY1103 16CLCCNH']","['CHE1052 CLCCNH', 'HIS1056', 'MAT1092 CLCCNH', 'MAT1101', 'PHI1002', 'PHY1103 CLCCNH']"
21009620,"['MAT2318 2', 'PHI1002 12', 'PHY1020 1', 'PHY1108 7', 'PHY2302 6']","['MAT2318', 'PHI1002', 'PHY1020', 'PHY1108', 'PHY2302']"
21009623,"['HIS1056 1', 'PHI1002 12', 'PHY1020 4CTĐB', 'PHY1108 2', 'PHY1113 1', 'PHY2302 4']","['HIS1056', 'PHI1002', 'PHY1020 CTĐB', 'PHY1108', 'PHY1113', 'PHY2302']"
21009637,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT']","['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT']"
21009640,"['CHE1052 5CLCHD', 'GEO1050 2', 'MAT1092 11CLCHD', 'PHY1103 19CLCHD']","['CHE1052 CLCHD', 'GEO1050', 'MAT1092 CLCHD', 'PHY1103 CLCHD']"
21009641,"['CHE1052 2CLCCNH', 'GEO1050 6', 'MAT1092 9CLCCNH', 'PHY1103 17CLCCNH']","['CHE1052 CLCCNH', 'GEO1050', 'MAT1092 CLCCNH', 'PHY1103 CLCCNH']"
21009652,"['CHE1052 3CLCCNH', 'MAT1092 9CLCCNH', 'PHY1020 4CTĐB', 'PHY1103 17CLCCNH']","['CHE1052 CLCCNH', 'MAT1092 CLCCNH', 'PHY1020 CTĐB', 'PHY1103 CLCCNH']"
21009653,"['GEO1050 6', 'PHY1108 1', 'PHY1113 2', 'PHY2302 3']","['GEO1050', 'PHY1108', 'PHY1113', 'PHY2302']"
21009663,"['BIO2045E 3CLCCNS', 'BIO2403E 9CLCCNS', 'BIO3178 7CLCCNS', 'CHE1080 1', 'CHE1081 13CLCCNS', 'GEO2300 2', 'HIS1056 4', 'MAT1091 4', 'MAT1192 7CLCCNS', 'PHY1100 11']","['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1080', 'CHE1081 CLCCNS', 'GEO2300', 'HIS1056', 'MAT1091', 'MAT1192 CLCCNS', 'PHY1100']"
21009669,"['MAT1092 5', 'MAT1101 11', 'PHY1103 7']","['MAT1092', 'MAT1101', 'PHY1103']"
21009671,"['CHE1077 TNH', 'CHE1099E 1TNH', 'CHE2110 2TNH', 'GEO1050 5', 'MAT1292 1TNH', 'PHY1161 1CTĐB']","['CHE1077 TNH', 'CHE1099E TNH', 'CHE2110 TNH', 'GEO1050', 'MAT1292 TNH', 'PHY1161 CTĐB']"
21009672,"['CHE1052 3CLCCNH', 'MAT1092 9CLCCNH', 'PHY1020 4CTĐB', 'PHY1103 17CLCCNH']","['CHE1052 CLCCNH', 'MAT1092 CLCCNH', 'PHY1020 CTĐB', 'PHY1103 CLCCNH']"
21009674,"['CHE1052 3CLCCNH', 'HIS1056 1', 'MAT1092 10CLCHD', 'PHY1103 19CLCHD']","['CHE1052 CLCCNH', 'HIS1056', 'MAT1092 CLCHD', 'PHY1103 CLCHD']"
21009675,"['PHY1020 1', 'PHY1108 2']","['PHY1020', 'PHY1108']"
21009683,"['CHE1052 3CLCCNH', 'GEO1050 5', 'MAT1092 10CLCHD', 'PHI1002 6', 'PHY1103 19CLCHD']","['CHE1052 CLCCNH', 'GEO1050', 'MAT1092 CLCHD', 'PHI1002', 'PHY1103 CLCHD']"
21009692,"['PHI1002 3', 'PHY1020 1', 'PHY1108 6', 'PHY2302 7', 'PHY2304 5', 'PHY2500 3', 'PHY3302']","['PHI1002', 'PHY1020', 'PHY1108', 'PHY2302', 'PHY2304', 'PHY2500', 'PHY3302']"
21009695,"['CHE1052 2CLCCNH', 'GEO1050 2', 'HIS1056 9', 'MAT1092 8CLCCNH', 'PHI1002 6', 'PHY1103 16CLCCNH']","['CHE1052 CLCCNH', 'GEO1050', 'HIS1056', 'MAT1092 CLCCNH', 'PHI1002', 'PHY1103 CLCCNH']"
21009702,"['HIS1056 6', 'MAT2502 1', 'PHY1100 12']","['HIS1056', 'MAT2502', 'PHY1100']"
21009704,"['MAT2502 1', 'MAT3500 1', 'PHY1100 9']","['MAT2502', 'MAT3500', 'PHY1100']"
21009707,"['CHE1081 3', 'EVS2302 1', 'EVS3245 2', 'HIS1056 9', 'MAT1092 7', 'PHY1020 2', 'PHY1100 4']","['CHE1081', 'EVS2302', 'EVS3245', 'HIS1056', 'MAT1092', 'PHY1020', 'PHY1100']"
21009725,"['GEO2300 3', 'GEO2400 1', 'GEO2404 2', 'GEO3402 1', 'MAT1091 5', 'POL1001 5']","['GEO2300', 'GEO2400', 'GEO2404', 'GEO3402', 'MAT1091', 'POL1001']"
21009727,"['GEO2300 2', 'GEO3237', 'HIS1056 6', 'MAT1091 10', 'PHY1100 13', 'POL1001 10']","['GEO2300', 'GEO3237', 'HIS1056', 'MAT1091', 'PHY1100', 'POL1001']"
21009731,"['PHY1020 3', 'PHY1108 6', 'PHY1113 5', 'PHY2302 4']","['PHY1020', 'PHY1108', 'PHY1113', 'PHY2302']"
21009742,"['CHE1081 5', 'EVS2302 1', 'EVS3245 2', 'MAT1092 6', 'MAT1101 11', 'PHY1100 12', 'PHY1103 2']","['CHE1081', 'EVS2302', 'EVS3245', 'MAT1092', 'MAT1101', 'PHY1100', 'PHY1103']"
21009745,"['CHE1081 13CLCCNS', 'HIS1056 9', 'MAT1090 1', 'MAT1091 1', 'PHI1002 4', 'PHY1103 1']","['CHE1081 CLCCNS', 'HIS1056', 'MAT1090', 'MAT1091', 'PHI1002', 'PHY1103']"
21009760,"['BIO2202 2', 'CHE1081 6', 'HIS1056 6', 'MAT1101 1', 'PHY1103 10']","['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHY1103']"
21009764,"['CHE1095E TTH', 'CHE1099E 2TTH', 'HIS1056 2', 'MAT1092 12TTH', 'PHI1002 12', 'PHY1161 2TTH']","['CHE1095E TTH', 'CHE1099E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH']"
21009773,"['GEO3209', 'MAT1091 1']","['GEO3209', 'MAT1091']"
21009787,"['CHE1081 1', 'EVS2302 5CTĐB', 'EVS3402 CTĐB', 'MAT1092 3', 'PHY1100E CLCCNKTMT']","['CHE1081', 'EVS2302 CTĐB', 'EVS3402 CTĐB', 'MAT1092', 'PHY1100E CLCCNKTMT']"
21009817,"['PHY1020 2', 'PHY1108 2', 'PHY1113 6', 'PHY2302 2']","['PHY1020', 'PHY1108', 'PHY1113', 'PHY2302']"
21009820,"['CHE1095E TTH', 'CHE1099E 2TTH', 'CHE2110E TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 1', 'PHY1161 2TTH']","['CHE1095E TTH', 'CHE1099E TTH', 'CHE2110E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH']"
21009822,"['BIO2045E 3CLCCNS', 'BIO2403E 4CLCCNS', 'BIO3178 9CLCCNS', 'CHE1081 13CLCCNS', 'MAT1192 7CLCCNS']","['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'MAT1192 CLCCNS']"
21009830,"['CHE1081 2', 'HIS1001 2', 'MAT1091 4', 'PHY1103 12']","['CHE1081', 'HIS1001', 'MAT1091', 'PHY1103']"
21009837,"['GEO2300 3', 'GEO2400 2', 'GEO2404 1', 'GEO3402 1', 'MAT1091 7']","['GEO2300', 'GEO2400', 'GEO2404', 'GEO3402', 'MAT1091']"
21009845,"['BIO3400E 1QTS', 'CHE1081 14QTS', 'HIS1056 6', 'MAT1192 8QTS', 'PHY1103 15QTS']","['BIO3400E QTS', 'CHE1081 QTS', 'HIS1056', 'MAT1192 QTS', 'PHY1103 QTS']"
21009847,"['BIO2202 4', 'CHE1081 4', 'HIS1056 7', 'MAT1101 3', 'PHI1002 9', 'PHY1103 6']","['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHY1103']"
21009849,"['CHE1095E TTH', 'CHE1099E 2TTH', 'HIS1056 1', 'MAT1092 12TTH', 'PHI1002 7', 'PHY1161 2TTH']","['CHE1095E TTH', 'CHE1099E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH']"
21009851,"['BIO2202 5', 'CHE1081 4', 'HIS1056 6', 'MAT1101 9', 'PHY1020 4CTĐB', 'PHY1103 11', 'PHY1106 QTL', 'PHY2302E QTL']","['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHY1020 CTĐB', 'PHY1103', 'PHY1106 QTL', 'PHY2302E QTL']"
21009852,"['BIO2202 6', 'CHE1081 6', 'MAT1101 10', 'PHY1103 10']","['BIO2202', 'CHE1081', 'MAT1101', 'PHY1103']"
21009853,"['CHE1052 5CLCHD', 'GEO1050 1', 'HIS1056 2', 'MAT1092 8CLCCNH', 'PHY1103 14CLCMTKHTT']","['CHE1052 CLCHD', 'GEO1050', 'HIS1056', 'MAT1092 CLCCNH', 'PHY1103 CLCMTKHTT']"
21009870,"['CHE1080 4', 'GEO2300 1', 'HIS1056 7', 'MAT1091 3', 'PHY1100 12']","['CHE1080', 'GEO2300', 'HIS1056', 'MAT1091', 'PHY1100']"
21009884,"['BIO2045E 1CLCCNS', 'BIO2403E 9CLCCNS', 'BIO3178 1CLCCNS', 'CHE1081 11CLCCNS', 'GEO1050 4', 'HIS1056 5', 'HMO3204', 'MAT1092 7', 'MAT1101 7', 'MAT1192 5CLCCNS', 'PHI1002 12', 'PHY1103 5']","['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'GEO1050', 'HIS1056', 'HMO3204', 'MAT1092', 'MAT1101', 'MAT1192 CLCCNS', 'PHI1002', 'PHY1103']"
21009892,"['CHE1083', 'MAT1092 2', 'MAT1101 6', 'PHI1002 5', 'PHY1103 7']","['CHE1083', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103']"
21009894,"['HIS1056 2', 'MAT1092 3', 'MAT1101 6', 'PHI1002 7', 'PHY1103 7']","['HIS1056', 'MAT1092', 'MAT1101', 'PHI1002', 'PHY1103']"
21009897,"['GEO1050 3', 'MAT2317 6CLCMTKHTT', 'MAT2502 6CLCMTKHTT', 'MAT3500 4CLCMTKHTT', 'PHY1100 14']","['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'PHY1100']"
21009901,"['BIO2202 7', 'CHE1081 4', 'HIS1056 4', 'MAT1101 1', 'PHI1002 9', 'PHY1103 1']","['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHY1103']"
21009913,"['CHE1080 3', 'GEO3209', 'MAT1091 2']","['CHE1080', 'GEO3209', 'MAT1091']"
21009917,"['CHE1080 3', 'GEO3209', 'MAT1091 1', 'PHI1002 12']","['CHE1080', 'GEO3209', 'MAT1091', 'PHI1002']"
21009927,"['CHE1095E TTH', 'CHE1099E 2TTH', 'HIS1056 2', 'MAT1092 12TTH', 'PHI1002 12', 'PHY1161 2TTH']","['CHE1095E TTH', 'CHE1099E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH']"
21009929,"['CHE1052 2CLCCNH', 'GEO1050 6', 'HIS1056 6', 'MAT1092 9CLCCNH', 'PHY1103 14CLCMTKHTT']","['CHE1052 CLCCNH', 'GEO1050', 'HIS1056', 'MAT1092 CLCCNH', 'PHY1103 CLCMTKHTT']"
21009932,"['GEO2300 3', 'HIS1056 9', 'MAT1092 6', 'PHY1103 5']","['GEO2300', 'HIS1056', 'MAT1092', 'PHY1103']"
21009940,"['CHE1052 2CLCCNH', 'GEO1050 6', 'MAT1092 9CLCCNH', 'MAT1101 11', 'PHY1103 17CLCCNH']","['CHE1052 CLCCNH', 'GEO1050', 'MAT1092 CLCCNH', 'MAT1101', 'PHY1103 CLCCNH']"
21009943,"['PHY1020 3', 'PHY1108 6', 'PHY2302 7', 'PHY2500 2', 'PHY2502 2']","['PHY1020', 'PHY1108', 'PHY2302', 'PHY2500', 'PHY2502']"
21009946,"['CHE1052', 'HIS1056 3', 'MAT1092 1', 'MAT1101 9', 'PHY1103 2']","['CHE1052', 'HIS1056', 'MAT1092', 'MAT1101', 'PHY1103']"
